cell,dataset,backbone,optimizer,epochs,head,stem,init_from,pretrained,aux_target,aux_tap,aux_lambda0,aux_lambda_final,subset_pct,n_images,n_seeds,acc_mean,acc_std,probe_mean,probe_std,n_probe_seeds,is_headline,bistable,baseline_cell,base_acc,delta,delta_sem,G,G_sem,readout
diaggrid_deit_esat_none_100pct,eurosat,vit_tiny,adamw,200,linear,none,,,,,,,100,21600,3,95.91,0.13,96.71,0.26,3,no,,,,,,,,
diaggrid_deit_esat_none_10pct,eurosat,vit_tiny,adamw,200,linear,none,,,,,,,10,2160,3,76.33,0.76,84.25,0.21,3,no,,,,,,,,
diaggrid_deit_esat_none_15pct,eurosat,vit_tiny,adamw,200,linear,none,,,,,,,15,3240,3,79.60,1.26,85.99,1.36,3,no,,,,,,,,
diaggrid_deit_esat_none_1pct,eurosat,vit_tiny,adamw,200,linear,none,,,,,,,1,216,3,36.52,1.09,64.52,0.84,3,no,,,,,,,,
diaggrid_deit_esat_none_20pct,eurosat,vit_tiny,adamw,200,linear,none,,,,,,,20,4320,3,84.47,0.71,88.87,0.72,3,no,,,,,,,,
diaggrid_deit_esat_none_25pct,eurosat,vit_tiny,adamw,200,linear,none,,,,,,,25,5400,3,85.27,1.43,89.72,0.70,3,no,,,,,,,,
diaggrid_deit_esat_none_2pct,eurosat,vit_tiny,adamw,200,linear,none,,,,,,,2,432,3,58.09,3.68,74.88,2.92,3,no,,,,,,,,
diaggrid_deit_esat_none_3pct,eurosat,vit_tiny,adamw,200,linear,none,,,,,,,3,648,3,64.85,3.17,78.32,1.69,3,no,,,,,,,,
diaggrid_deit_esat_none_50pct,eurosat,vit_tiny,adamw,200,linear,none,,,,,,,50,10800,3,92.55,0.75,94.69,0.35,3,no,,,,,,,,
diaggrid_deit_esat_none_5pct,eurosat,vit_tiny,adamw,200,linear,none,,,,,,,5,1080,3,69.48,1.57,80.78,1.42,3,no,,,,,,,,
diaggrid_deit_esat_none_7pct,eurosat,vit_tiny,adamw,200,linear,none,,,,,,,7,1512,3,72.25,2.65,81.64,2.06,3,no,,,,,,,,
diaggrid_deit_food_aux_100pct,food101,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,100,75750,3,67.60,0.28,66.90,0.30,3,no,,diaggrid_deit_food_none_100pct,49.65,17.95,0.81,17.10,0.73,0.85
diaggrid_deit_food_aux_10pct,food101,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,10,7575,3,29.76,0.67,36.61,0.77,3,no,,diaggrid_deit_food_none_10pct,9.62,20.14,0.95,22.74,1.06,-2.60
diaggrid_deit_food_aux_15pct,food101,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,15,11362,3,36.10,0.43,41.98,0.39,3,no,,diaggrid_deit_food_none_15pct,11.69,24.42,1.62,26.53,2.20,-2.11
diaggrid_deit_food_aux_1pct,food101,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,1,758,3,6.78,0.09,18.23,0.55,3,no,,diaggrid_deit_food_none_1pct,4.31,2.47,0.08,7.17,0.48,-4.70
diaggrid_deit_food_aux_20pct,food101,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,20,15150,3,39.52,1.83,43.81,2.15,3,no,,diaggrid_deit_food_none_20pct,19.02,20.51,2.76,20.65,3.13,-0.14
diaggrid_deit_food_aux_25pct,food101,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,25,18938,3,44.82,0.46,48.12,0.48,3,no,,diaggrid_deit_food_none_25pct,21.54,23.28,4.12,22.56,4.36,0.72
diaggrid_deit_food_aux_2pct,food101,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,2,1515,3,9.44,2.67,19.24,4.89,3,no,,diaggrid_deit_food_none_2pct,2.89,6.55,1.60,13.22,2.98,-6.67
diaggrid_deit_food_aux_3pct,food101,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,3,2272,3,14.57,0.37,24.89,0.75,3,no,,diaggrid_deit_food_none_3pct,5.30,9.27,0.82,15.23,1.41,-5.96
diaggrid_deit_food_aux_50pct,food101,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,50,37875,3,56.46,0.26,57.48,0.38,3,no,,diaggrid_deit_food_none_50pct,36.33,20.13,0.92,18.19,1.17,1.94
diaggrid_deit_food_aux_5pct,food101,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,5,3788,3,19.12,1.86,28.24,2.53,3,no,,diaggrid_deit_food_none_5pct,7.22,11.90,1.21,16.85,1.58,-4.95
diaggrid_deit_food_aux_7pct,food101,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,7,5302,3,24.79,0.08,32.82,0.37,3,no,,diaggrid_deit_food_none_7pct,8.48,16.31,0.76,20.56,1.07,-4.24
diaggrid_deit_food_none_100pct,food101,vit_tiny,adamw,200,linear,none,,,,,,,100,75750,3,49.65,1.37,49.81,1.22,3,no,,,,,,,,
diaggrid_deit_food_none_10pct,food101,vit_tiny,adamw,200,linear,none,,,,,,,10,7575,3,9.62,1.51,13.87,1.66,3,no,,,,,,,,
diaggrid_deit_food_none_15pct,food101,vit_tiny,adamw,200,linear,none,,,,,,,15,11362,3,11.69,2.77,15.45,3.79,3,no,,,,,,,,
diaggrid_deit_food_none_1pct,food101,vit_tiny,adamw,200,linear,none,,,,,,,1,758,3,4.31,0.10,11.06,0.63,3,no,,,,,,,,
diaggrid_deit_food_none_20pct,food101,vit_tiny,adamw,200,linear,none,,,,,,,20,15150,3,19.02,4.41,23.16,4.98,3,no,,,,,,,,
diaggrid_deit_food_none_25pct,food101,vit_tiny,adamw,200,linear,none,,,,,,,25,18938,3,21.54,7.13,25.56,7.53,3,no,,,,,,,,
diaggrid_deit_food_none_2pct,food101,vit_tiny,adamw,200,linear,none,,,,,,,2,1515,3,2.89,0.77,6.02,1.67,3,no,,,,,,,,
diaggrid_deit_food_none_3pct,food101,vit_tiny,adamw,200,linear,none,,,,,,,3,2272,3,5.30,1.37,9.66,2.33,3,no,,,,,,,,
diaggrid_deit_food_none_50pct,food101,vit_tiny,adamw,200,linear,none,,,,,,,50,37875,3,36.33,1.58,39.29,2.00,3,no,,,,,,,,
diaggrid_deit_food_none_5pct,food101,vit_tiny,adamw,200,linear,none,,,,,,,5,3788,3,7.22,0.97,11.38,1.04,3,no,,,,,,,,
diaggrid_deit_food_none_7pct,food101,vit_tiny,adamw,200,linear,none,,,,,,,7,5302,3,8.48,1.31,12.26,1.81,3,no,,,,,,,,
diaggrid_deit_path_aux_100pct,pathmnist,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,100,89996,3,92.94,0.26,91.76,0.50,3,no,,diaggrid_deit_path_none_100pct,90.04,2.91,0.69,1.03,0.35,1.88
diaggrid_deit_path_aux_10pct,pathmnist,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,10,9000,3,93.41,0.26,93.45,0.38,3,no,,diaggrid_deit_path_none_10pct,84.32,9.09,1.95,11.94,1.90,-2.85
diaggrid_deit_path_aux_15pct,pathmnist,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,15,13499,3,93.77,0.30,93.44,0.28,3,no,,diaggrid_deit_path_none_15pct,87.95,5.81,0.39,7.57,0.71,-1.76
diaggrid_deit_path_aux_1pct,pathmnist,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,1,900,3,80.46,1.33,86.49,0.35,3,no,,diaggrid_deit_path_none_1pct,74.34,6.12,1.09,6.26,1.00,-0.13
diaggrid_deit_path_aux_20pct,pathmnist,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,20,17999,3,93.72,0.67,93.33,0.89,3,no,,diaggrid_deit_path_none_20pct,88.83,4.88,0.42,6.69,0.79,-1.80
diaggrid_deit_path_aux_25pct,pathmnist,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,25,22499,3,93.64,0.37,93.22,0.18,3,no,,diaggrid_deit_path_none_25pct,88.00,5.64,0.96,6.32,1.32,-0.68
diaggrid_deit_path_aux_2pct,pathmnist,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,2,1800,3,88.31,1.01,90.66,0.41,3,no,,diaggrid_deit_path_none_2pct,79.08,9.23,1.79,8.88,0.46,0.35
diaggrid_deit_path_aux_3pct,pathmnist,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,3,2700,3,89.31,0.33,91.98,0.84,3,no,,diaggrid_deit_path_none_3pct,78.84,10.47,0.71,10.10,0.50,0.37
diaggrid_deit_path_aux_50pct,pathmnist,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,50,44998,3,93.97,0.08,92.21,0.15,3,no,,diaggrid_deit_path_none_50pct,91.29,2.68,0.09,1.61,0.29,1.07
diaggrid_deit_path_aux_5pct,pathmnist,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,5,4500,3,91.44,0.24,92.95,0.34,3,no,,diaggrid_deit_path_none_5pct,81.12,10.32,0.53,11.05,0.92,-0.72
diaggrid_deit_path_aux_7pct,pathmnist,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,7,6300,3,92.22,0.41,92.79,0.46,3,no,,diaggrid_deit_path_none_7pct,82.93,9.29,0.79,12.20,1.08,-2.91
diaggrid_deit_path_none_100pct,pathmnist,vit_tiny,adamw,200,linear,none,,,,,,,100,89996,3,90.04,1.17,90.73,0.33,3,no,,,,,,,,
diaggrid_deit_path_none_10pct,pathmnist,vit_tiny,adamw,200,linear,none,,,,,,,10,9000,3,84.32,3.37,81.52,3.26,3,no,,,,,,,,
diaggrid_deit_path_none_15pct,pathmnist,vit_tiny,adamw,200,linear,none,,,,,,,15,13499,3,87.95,0.60,85.86,1.19,3,no,,,,,,,,
diaggrid_deit_path_none_1pct,pathmnist,vit_tiny,adamw,200,linear,none,,,,,,,1,900,3,74.34,1.34,80.24,1.69,3,no,,,,,,,,
diaggrid_deit_path_none_20pct,pathmnist,vit_tiny,adamw,200,linear,none,,,,,,,20,17999,3,88.83,0.31,86.65,1.04,3,no,,,,,,,,
diaggrid_deit_path_none_25pct,pathmnist,vit_tiny,adamw,200,linear,none,,,,,,,25,22499,3,88.00,1.62,86.90,2.27,3,no,,,,,,,,
diaggrid_deit_path_none_2pct,pathmnist,vit_tiny,adamw,200,linear,none,,,,,,,2,1800,3,79.08,2.92,81.78,0.69,3,no,,,,,,,,
diaggrid_deit_path_none_3pct,pathmnist,vit_tiny,adamw,200,linear,none,,,,,,,3,2700,3,78.84,1.19,81.88,0.23,3,no,,,,,,,,
diaggrid_deit_path_none_50pct,pathmnist,vit_tiny,adamw,200,linear,none,,,,,,,50,44998,3,91.29,0.14,90.60,0.47,3,no,,,,,,,,
diaggrid_deit_path_none_5pct,pathmnist,vit_tiny,adamw,200,linear,none,,,,,,,5,4500,3,81.12,0.88,81.90,1.56,3,no,,,,,,,,
diaggrid_deit_path_none_7pct,pathmnist,vit_tiny,adamw,200,linear,none,,,,,,,7,6300,3,82.93,1.31,80.58,1.81,3,no,,,,,,,,
diaggrid_deit_stl_aux_100pct,stl10,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,100,5000,3,70.82,0.48,70.85,0.36,3,no,,diaggrid_deit_stl_none_100pct,51.95,18.88,0.46,17.29,0.30,1.58
diaggrid_deit_stl_aux_10pct,stl10,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,10,500,3,40.49,0.52,48.13,0.67,3,no,,diaggrid_deit_stl_none_10pct,30.71,9.78,0.37,9.61,0.51,0.17
diaggrid_deit_stl_aux_15pct,stl10,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,15,750,3,45.70,0.63,51.32,0.96,3,no,,diaggrid_deit_stl_none_15pct,34.77,10.93,0.43,10.31,0.67,0.62
diaggrid_deit_stl_aux_20pct,stl10,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,20,1000,3,49.96,0.68,54.23,0.53,3,no,,diaggrid_deit_stl_none_20pct,35.12,14.84,1.03,12.73,0.98,2.11
diaggrid_deit_stl_aux_25pct,stl10,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,25,1250,3,53.02,0.31,56.03,0.83,3,no,,diaggrid_deit_stl_none_25pct,38.20,14.82,0.88,12.62,0.58,2.20
diaggrid_deit_stl_aux_3pct,stl10,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,3,150,3,30.10,0.55,42.18,0.59,3,no,,diaggrid_deit_stl_none_3pct,26.12,3.98,0.53,6.99,0.60,-3.02
diaggrid_deit_stl_aux_50pct,stl10,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,50,2500,3,61.57,0.30,63.32,0.64,3,no,,diaggrid_deit_stl_none_50pct,43.62,17.95,0.34,16.22,0.64,1.73
diaggrid_deit_stl_aux_5pct,stl10,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,5,250,3,30.11,0.61,41.95,0.44,3,no,,diaggrid_deit_stl_none_5pct,23.42,6.69,0.92,9.58,1.21,-2.90
diaggrid_deit_stl_aux_7pct,stl10,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,7,350,3,34.41,0.97,45.62,0.64,3,no,,diaggrid_deit_stl_none_7pct,30.16,4.25,0.63,6.21,0.62,-1.96
diaggrid_deit_stl_none_100pct,stl10,vit_tiny,adamw,200,linear,none,,,,,,,100,5000,3,51.95,0.64,53.56,0.39,3,no,,,,,,,,
diaggrid_deit_stl_none_10pct,stl10,vit_tiny,adamw,200,linear,none,,,,,,,10,500,3,30.71,0.38,38.53,0.58,3,no,,,,,,,,
diaggrid_deit_stl_none_15pct,stl10,vit_tiny,adamw,200,linear,none,,,,,,,15,750,3,34.77,0.40,41.01,0.67,3,no,,,,,,,,
diaggrid_deit_stl_none_20pct,stl10,vit_tiny,adamw,200,linear,none,,,,,,,20,1000,3,35.12,1.65,41.50,1.61,3,no,,,,,,,,
diaggrid_deit_stl_none_25pct,stl10,vit_tiny,adamw,200,linear,none,,,,,,,25,1250,3,38.20,1.48,43.42,0.56,3,no,,,,,,,,
diaggrid_deit_stl_none_3pct,stl10,vit_tiny,adamw,200,linear,none,,,,,,,3,150,3,26.12,0.73,35.18,0.86,3,no,,,,,,,,
diaggrid_deit_stl_none_50pct,stl10,vit_tiny,adamw,200,linear,none,,,,,,,50,2500,3,43.62,0.51,47.10,0.92,3,no,,,,,,,,
diaggrid_deit_stl_none_5pct,stl10,vit_tiny,adamw,200,linear,none,,,,,,,5,250,3,23.42,1.48,32.37,2.05,3,no,,,,,,,,
diaggrid_deit_stl_none_7pct,stl10,vit_tiny,adamw,200,linear,none,,,,,,,7,350,3,30.16,0.51,39.41,0.86,3,no,,,,,,,,
diaggrid_deit_tin_aux_20pct,tin,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,20,20000,3,35.41,0.45,40.37,0.26,3,no,,diaggrid_deit_tin_none_20pct,19.22,16.18,2.63,15.30,2.78,0.88
diaggrid_deit_tin_aux_3pct,tin,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,3,3000,3,14.43,0.59,26.12,0.36,3,no,,diaggrid_deit_tin_none_3pct,6.24,8.19,0.37,14.38,0.32,-6.19
diaggrid_deit_tin_aux_50pct,tin,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,50,50000,3,47.74,0.16,48.96,0.34,3,no,,diaggrid_deit_tin_none_50pct,38.74,9.00,0.40,7.73,0.36,1.28
diaggrid_deit_tin_aux_7pct,tin,vit_tiny,adamw,200,linear,none,,,energy-magnitude,blocks.8,1.0,0.0,7,7000,3,22.76,0.73,31.87,0.63,3,no,,diaggrid_deit_tin_none_7pct,9.43,13.33,0.80,17.25,1.09,-3.91
diaggrid_deit_tin_none_20pct,tin,vit_tiny,adamw,200,linear,none,,,,,,,20,20000,3,19.22,4.53,25.07,4.81,3,no,,,,,,,,
diaggrid_deit_tin_none_3pct,tin,vit_tiny,adamw,200,linear,none,,,,,,,3,3000,3,6.24,0.25,11.74,0.43,3,no,,,,,,,,
diaggrid_deit_tin_none_50pct,tin,vit_tiny,adamw,200,linear,none,,,,,,,50,50000,3,38.74,0.67,41.24,0.53,3,no,,,,,,,,
diaggrid_deit_tin_none_7pct,tin,vit_tiny,adamw,200,linear,none,,,,,,,7,7000,3,9.43,1.18,14.63,1.79,3,no,,,,,,,,
diaggrid_deitdino_10pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,10,5000,3,25.98,2.92,34.21,3.43,3,no,,diagdeit_none_10pct,20.28,5.70,1.90,6.21,2.24,-0.52
diaggrid_dino_c100_100pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,100,50000,3,62.30,0.40,,,,no,,diagvit_none_100pct,50.61,11.68,0.37,,,
diaggrid_dino_c100_10pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,10,5000,3,24.60,0.91,32.67,0.43,3,no,,diagvit_none_10pct,16.47,8.13,0.60,8.24,0.51,-0.11
diaggrid_dino_c100_15pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,15,7500,3,31.93,0.66,38.87,0.75,3,no,,diagvit_none_15pct,21.23,10.70,0.49,11.04,0.49,-0.34
diaggrid_dino_c100_1pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,1,500,3,6.27,0.41,16.10,0.23,3,no,,diagvit_none_1pct,6.40,-0.13,0.32,-0.66,0.19,0.54
diaggrid_dino_c100_20pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,20,10000,3,37.40,0.61,43.19,0.43,3,no,,diaggrid_c100_vit_adamw_3800f8_20pct,25.91,11.48,0.37,11.06,0.40,0.43
diaggrid_dino_c100_25pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,25,12500,3,40.97,0.25,45.76,0.37,3,no,,diagvit_none_25pct,28.50,12.47,0.39,12.01,0.35,0.46
diaggrid_dino_c100_2pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,2,1000,3,8.98,0.31,,,,no,,diagvit_none_2pct,8.91,0.07,0.31,,,
diaggrid_dino_c100_3pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,3,1500,3,10.82,0.32,20.00,0.55,3,no,,diagvit_none_3pct,9.97,0.84,0.20,1.54,0.37,-0.70
diaggrid_dino_c100_50pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,50,25000,3,51.86,0.52,53.34,0.52,3,no,,diaggrid_c100_vit_adamw_3800f8_50pct,37.45,14.41,0.58,12.83,0.61,1.58
diaggrid_dino_c100_5pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,5,2500,3,15.22,0.54,24.52,0.51,3,no,,diagvit_none_5pct,12.25,2.97,0.57,4.13,0.62,-1.16
diaggrid_dino_c100_7pct,cifar100,vit_tiny,adamw,200,linear,none,yes,,,,,,7,3500,3,19.01,0.31,28.09,0.63,3,no,,diagvit_none_7pct,14.35,4.66,0.29,5.87,0.42,-1.21
diaggrid_dino_c10_100pct,cifar10,vit_tiny,adamw,200,linear,none,yes,,,,,,100,50000,3,88.71,0.12,,,,no,,diaggrid_vit_c10_none_100pct,80.83,7.88,0.90,,,
diaggrid_dino_c10_10pct,cifar10,vit_tiny,adamw,200,linear,none,yes,,,,,,10,5000,3,63.11,0.65,66.28,0.71,3,no,,diaggrid_vit_c10_none_10pct,52.25,10.87,1.00,8.55,0.90,2.31
diaggrid_dino_c10_15pct,cifar10,vit_tiny,adamw,200,linear,none,yes,,,,,,15,7500,3,68.03,0.33,70.78,0.40,3,no,,diaggrid_vit_c10_none_15pct,61.21,6.82,1.08,5.35,0.96,1.47
